Survey Month,Choice 1,Choice 2,Choice 3,Region,Gender,Age,Weight
2016 Sep 01 12:00:00 AM,Low cost housing/ Lower rental costs,Jobs/ Unemployment,,Southwest,Female,35 - 54,1.50551728
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Social services/ Public services,,Southeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Health care/ Medicare,,,Northwest,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Mosquitoes/ Bugs,,,Northwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Parking issues,Infrastructure/ Roads/ Potholes,,Northeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Public Transit/ Bike lanes,Crime/ Violence/ Vandalism,Southwest,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Senior issues,Health care/ Medicare,Economy (general),Southwest,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Health care/ Medicare,Crime/ Violence/ Vandalism,,Northeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Cost of Living,Infrastructure/ Roads/ Potholes,,Southwest,Male,18 - 34,2.722755083
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Crime/ Violence/ Vandalism,,Northwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Sewer/ Water infrastructure,,Southwest,Male,35 - 54,1.441411338
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southwest,Female,18 - 34,3.219625683
2016 Sep 01 12:00:00 AM,Senior issues,Low cost housing/ Lower rental costs,Crime/ Violence/ Vandalism,Northeast,Female,18 - 34,3.219625683
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Rural issues/ Small-town survival,,Southwest,Female,35 - 54,1.50551728
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Snow removal,,Southeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Taxes/ Tax reform,,Northeast,Male,35 - 54,1.441411338
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Taxes/ Tax reform,,Southeast,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Integrating new immigrants into our society,,Southwest,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Urban Sprawl,Racism/ Cultural/ Inequality issues,,Southwest,Female,35 - 54,1.50551728
2016 Sep 01 12:00:00 AM,Taxes/ Tax reform,,,Southwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Civic Politics,Government Issues: corruption/ federal election,,Southwest,Female,35 - 54,1.50551728
2016 Sep 01 12:00:00 AM,Cost of Living,Infrastructure/ Roads/ Potholes,,Southwest,Male,18 - 34,2.722755083
2016 Sep 01 12:00:00 AM,Civic Politics,Proper city planning/ Forward thinking,,Southwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Poverty/ Homelessness,,Northwest,Male,18 - 34,2.722755083
2016 Sep 01 12:00:00 AM,"Emergency services: Fire, Police",,,Core,Male,35 - 54,1.441411338
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Economy (general),Social services/ Public services,Core,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Health care/ Medicare,Low cost housing/ Lower rental costs,Southwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Infrastructure/ Roads/ Potholes,,Southeast,Female,35 - 54,1.50551728
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Infrastructure/ Roads/ Potholes,,Northeast,Female,35 - 54,1.50551728
2016 Sep 01 12:00:00 AM,Civic Politics,Low cost housing/ Lower rental costs,Senior issues,Southwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Economy (general),Civic Politics,,Northwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Racism/ Cultural/ Inequality issues,Infrastructure/ Roads/ Potholes,,Northwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Taxes/ Tax reform,Infrastructure/ Roads/ Potholes,,Northeast,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Low cost housing/ Lower rental costs,,Northwest,Female,35 - 54,1.50551728
2016 Sep 01 12:00:00 AM,Low cost housing/ Lower rental costs,Cost of Living,,Southwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Aboriginal Issues,Public Transit/ Bike lanes,,Southeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Infrastructure/ Roads/ Potholes,,Northwest,Female,35 - 54,1.50551728
2016 Sep 01 12:00:00 AM,Sewer/ Water infrastructure,Infrastructure/ Roads/ Potholes,,Core,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Economy (general),,Southwest,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northeast,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Civic Politics,Infrastructure/ Roads/ Potholes,Public Transit/ Bike lanes,Southwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Senior issues,,Northeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northwest,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Economy (general),Poverty/ Homelessness,Taxes/ Tax reform,Southwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Jobs/ Unemployment,,Southeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Low cost housing/ Lower rental costs,Senior issues,,Core,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Social services/ Public services,Cost of Living,,Southwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Urban Sprawl,Infrastructure/ Roads/ Potholes,Public Transit/ Bike lanes,Core,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Female,35 - 54,1.50551728
2016 Sep 01 12:00:00 AM,Drivers/ Road rage,,,Southwest,Female,18 - 34,3.219625683
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southwest,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Civic Politics,Infrastructure/ Roads/ Potholes,,Northeast,Male,35 - 54,1.441411338
2016 Sep 01 12:00:00 AM,Economy (general),Crime/ Violence/ Vandalism,,Northwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Economic growth/ Business development,,Northeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Urban Sprawl,Infrastructure/ Roads/ Potholes,,Southwest,Female,35 - 54,1.50551728
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southwest,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Low cost housing/ Lower rental costs,Racism/ Cultural/ Inequality issues,,Northwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Crime/ Violence/ Vandalism,,Northeast,Male,35 - 54,1.441411338
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Public Transit/ Bike lanes,,Northeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Public Transit/ Bike lanes,Economic growth/ Business development,Low cost housing/ Lower rental costs,Northeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Downtown Renewal,Morality: Pornography/ Drugs/ Prostitution,,Southeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Aboriginal Issues,,Southwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Civic Politics,,,Southeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Infrastructure/ Roads/ Potholes,,Core,Female,35 - 54,1.50551728
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Social services/ Public services,Health care/ Medicare,Core,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Core,Male,18 - 34,2.722755083
2016 Sep 01 12:00:00 AM,Civic Politics,Infrastructure/ Roads/ Potholes,,Southwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Poverty/ Homelessness,Crime/ Violence/ Vandalism,,Core,Female,18 - 34,3.219625683
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Jobs/ Unemployment,,Northwest,Male,35 - 54,1.441411338
2016 Sep 01 12:00:00 AM,Public Transit/ Bike lanes,Infrastructure/ Roads/ Potholes,,Southwest,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,"Emergency services: Fire, Police",,,Northwest,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Poverty/ Homelessness,Infrastructure/ Roads/ Potholes,,Southeast,Female,35 - 54,1.50551728
2016 Sep 01 12:00:00 AM,Recreation/ Leisure/ Entertainment,Infrastructure/ Roads/ Potholes,,Northwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Senior issues,,,Southeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Economy (general),,,Core,Male,35 - 54,1.441411338
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Education,Taxes/ Tax reform,Southeast,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Water/ Lakes - Purity/ Pollution/ Cleanliness,Crime/ Violence/ Vandalism,,Southwest,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Civic Politics,Health care/ Medicare,,Northeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Poverty/ Homelessness,Low cost housing/ Lower rental costs,Jobs/ Unemployment,Southeast,Female,35 - 54,1.50551728
2016 Sep 01 12:00:00 AM,Taxes/ Tax reform,Economy (general),,Northwest,Male,18 - 34,2.722755083
2016 Sep 01 12:00:00 AM,Environmental issues,Infrastructure/ Roads/ Potholes,,Southeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Downtown Renewal,Infrastructure/ Roads/ Potholes,,Northeast,Male,35 - 54,1.441411338
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Jobs/ Unemployment,Crime/ Violence/ Vandalism,Northwest,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Recreation/ Leisure/ Entertainment,,,Southeast,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Civic Politics,,,Southeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Poverty/ Homelessness,Jobs/ Unemployment,,Core,Male,35 - 54,1.441411338
2016 Sep 01 12:00:00 AM,Social services/ Public services,Low cost housing/ Lower rental costs,,Core,Female,18 - 34,3.219625683
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northwest,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Property values too high,Civic Politics,,Southeast,Male,35 - 54,1.441411338
2016 Sep 01 12:00:00 AM,Civic Politics,Infrastructure/ Roads/ Potholes,Crime/ Violence/ Vandalism,Northwest,Male,35 - 54,1.441411338
2016 Sep 01 12:00:00 AM,Health care/ Medicare,Social services/ Public services,,Southeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Senior issues,,Northeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Poverty/ Homelessness,Environmental issues,,Southeast,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,"Emergency services: Fire, Police",Poverty/ Homelessness,,Southwest,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southwest,Female,,1.13035
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southeast,Male,18 - 34,2.722755083
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Poverty/ Homelessness,,Core,Female,35 - 54,1.50551728
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northeast,Male,35 - 54,1.441411338
2016 Sep 01 12:00:00 AM,Poverty/ Homelessness,Infrastructure/ Roads/ Potholes,,Core,Male,35 - 54,1.441411338
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Infrastructure/ Roads/ Potholes,,Southwest,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southeast,Male,18 - 34,2.722755083
2016 Sep 01 12:00:00 AM,Proper city planning/ Forward thinking,,,Northeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Civic Politics,Public Transit/ Bike lanes,Crime/ Violence/ Vandalism,Southwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Low cost housing/ Lower rental costs,Senior issues,,Core,Female,35 - 54,1.50551728
2016 Sep 01 12:00:00 AM,Economy (general),Civic Politics,Poverty/ Homelessness,Southeast,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Economy (general),,,Southwest,Male,18 - 34,2.722755083
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Crime/ Violence/ Vandalism,,Southwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Proper city planning/ Forward thinking,,Southeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Civic Politics,Environmental issues,,Southwest,Male,35 - 54,1.441411338
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Health care/ Medicare,,Southeast,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Taxes/ Tax reform,Infrastructure/ Roads/ Potholes,,Southeast,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Poverty/ Homelessness,,,Southwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Negative outlook of community,,Northwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Education,Cost of Living,Core,Female,18 - 34,3.219625683
2016 Sep 01 12:00:00 AM,Aboriginal Issues,Crime/ Violence/ Vandalism,Public Transit/ Bike lanes,Southwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Civic Politics,Economy (general),,Southeast,Female,35 - 54,1.50551728
2016 Sep 01 12:00:00 AM,Downtown Renewal,Crime/ Violence/ Vandalism,,Core,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Taxes/ Tax reform,Infrastructure/ Roads/ Potholes,,Northwest,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Public Transit/ Bike lanes,,Southwest,Female,35 - 54,1.50551728
2016 Sep 01 12:00:00 AM,Economy (general),Poverty/ Homelessness,Crime/ Violence/ Vandalism,Northwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Public Transit/ Bike lanes,Infrastructure/ Roads/ Potholes,,Southwest,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Civic Politics,Taxes/ Tax reform,,Northeast,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Economic growth/ Business development,Infrastructure/ Roads/ Potholes,Crime/ Violence/ Vandalism,Southwest,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Cost of Living,Sewer/ Water infrastructure,,Core,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Civic Politics,Infrastructure/ Roads/ Potholes,,Northwest,Male,,0.888271429
2016 Sep 01 12:00:00 AM,Low cost housing/ Lower rental costs,Senior issues,Crime/ Violence/ Vandalism,Southwest,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Downtown Renewal,,Southwest,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Taxes/ Tax reform,,Northeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Senior issues,,,Southwest,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Poverty/ Homelessness,Health care/ Medicare,Education,Core,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Civic Politics,Infrastructure/ Roads/ Potholes,,Southwest,Female,35 - 54,1.50551728
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northeast,Female,18 - 34,3.219625683
2016 Sep 01 12:00:00 AM,Morality: Pornography/ Drugs/ Prostitution,,,Core,Male,35 - 54,1.441411338
2016 Sep 01 12:00:00 AM,Taxes/ Tax reform,Crime/ Violence/ Vandalism,,Northeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Mosquitoes/ Bugs,Senior issues,,Northwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Health care/ Medicare,Economy (general),Northwest,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Crime/ Violence/ Vandalism,,Northwest,Female,35 - 54,1.50551728
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Water/ Lakes - Purity/ Pollution/ Cleanliness,,Northeast,Female,35 - 54,1.50551728
2016 Sep 01 12:00:00 AM,Health care/ Medicare,Civic Politics,Infrastructure/ Roads/ Potholes,Southeast,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Infrastructure/ Roads/ Potholes,,Northwest,Male,35 - 54,1.441411338
2016 Sep 01 12:00:00 AM,Cost of Living,Education,Health care/ Medicare,Southeast,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Low cost housing/ Lower rental costs,Senior issues,Health care/ Medicare,Northeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Economy (general),Poverty/ Homelessness,Northwest,Female,35 - 54,1.50551728
2016 Sep 01 12:00:00 AM,Drivers/ Road rage,Crime/ Violence/ Vandalism,,Northwest,Male,,0.888271429
2016 Sep 01 12:00:00 AM,Economy (general),Infrastructure/ Roads/ Potholes,Environmental issues,Northwest,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northeast,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Downtown Renewal,Poverty/ Homelessness,Southwest,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northeast,Female,18 - 34,3.219625683
2016 Sep 01 12:00:00 AM,Economic growth/ Business development,Civic Politics,,Northeast,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Parking issues,Red light/ Speed cameras,,Southwest,Female,18 - 34,3.219625683
2016 Sep 01 12:00:00 AM,Jobs/ Unemployment,Public Transit/ Bike lanes,,Southwest,Male,18 - 34,2.722755083
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Taxes/ Tax reform,,Northwest,Male,35 - 54,1.441411338
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Low cost housing/ Lower rental costs,,Core,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Aboriginal Issues,Racism/ Cultural/ Inequality issues,Northwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Civic Politics,Crime/ Violence/ Vandalism,,Northwest,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Poverty/ Homelessness,,,Northeast,Male,18 - 34,2.722755083
2016 Sep 01 12:00:00 AM,Economy (general),Health care/ Medicare,Infrastructure/ Roads/ Potholes,Southwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northwest,Male,18 - 34,2.722755083
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northeast,Male,35 - 54,1.441411338
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Taxes/ Tax reform,Poverty/ Homelessness,Northwest,Male,35 - 54,1.441411338
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Taxes/ Tax reform,Education,Northwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southeast,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southeast,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Urban Sprawl,Civic Politics,,Northeast,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Public Transit/ Bike lanes,,Northwest,Male,18 - 34,2.722755083
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Taxes/ Tax reform,Crime/ Violence/ Vandalism,Southeast,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Urban Sprawl,Downtown Renewal,,Southwest,Female,,1.13035
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Civic Politics,Education,Northeast,Male,35 - 54,1.441411338
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Education,Public Transit/ Bike lanes,Core,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Taxes/ Tax reform,"Emergency services: Fire, Police",,Northeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Poverty/ Homelessness,,,Southeast,Male,35 - 54,1.441411338
2016 Sep 01 12:00:00 AM,Civic Politics,"Emergency services: Fire, Police",,Northeast,Male,,0.888271429
2016 Sep 01 12:00:00 AM,Economy (general),Jobs/ Unemployment,Poverty/ Homelessness,Southwest,Male,35 - 54,1.441411338
2016 Sep 01 12:00:00 AM,Taxes/ Tax reform,Infrastructure/ Roads/ Potholes,,Northwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Economy (general),Crime/ Violence/ Vandalism,,Northeast,Male,35 - 54,1.441411338
2016 Sep 01 12:00:00 AM,Sewer/ Water infrastructure,Taxes/ Tax reform,,Southeast,Female,35 - 54,1.50551728
2016 Sep 01 12:00:00 AM,Low cost housing/ Lower rental costs,Education,Rural issues/ Small-town survival,Core,Female,35 - 54,1.50551728
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Poverty/ Homelessness,Morality: Pornography/ Drugs/ Prostitution,Low cost housing/ Lower rental costs,Northeast,Female,35 - 54,1.50551728
2016 Sep 01 12:00:00 AM,Low cost housing/ Lower rental costs,Poverty/ Homelessness,,Northwest,Male,35 - 54,1.441411338
2016 Sep 01 12:00:00 AM,Taxes/ Tax reform,Infrastructure/ Roads/ Potholes,,Southwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Proper city planning/ Forward thinking,Crime/ Violence/ Vandalism,,Northeast,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Urban Sprawl,Taxes/ Tax reform,,Southeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southwest,Female,18 - 34,3.219625683
2016 Sep 01 12:00:00 AM,Proper city planning/ Forward thinking,Infrastructure/ Roads/ Potholes,,Southeast,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Civic Politics,Crime/ Violence/ Vandalism,Poverty/ Homelessness,Southeast,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Infrastructure/ Roads/ Potholes,,Northwest,Female,35 - 54,1.50551728
2016 Sep 01 12:00:00 AM,Civic Politics,Taxes/ Tax reform,Poverty/ Homelessness,Southwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Jobs/ Unemployment,Rural issues/ Small-town survival,Southeast,Male,35 - 54,1.441411338
2016 Sep 01 12:00:00 AM,Drivers/ Road rage,Environmental issues,,Southeast,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Recreation/ Leisure/ Entertainment,Crime/ Violence/ Vandalism,,Southeast,Female,35 - 54,1.50551728
2016 Sep 01 12:00:00 AM,Racism/ Cultural/ Inequality issues,Crime/ Violence/ Vandalism,,Northeast,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Racism/ Cultural/ Inequality issues,Population growth,Infrastructure/ Roads/ Potholes,Southwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Environmental issues,Aboriginal Issues,,Southeast,Male,35 - 54,1.441411338
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northeast,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Public Transit/ Bike lanes,,Northwest,Female,35 - 54,1.50551728
2016 Sep 01 12:00:00 AM,Jobs/ Unemployment,,,Northeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Recreation/ Leisure/ Entertainment,,Southeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Economy (general),Sewer/ Water infrastructure,Taxes/ Tax reform,Southwest,Male,35 - 54,1.441411338
2016 Sep 01 12:00:00 AM,Aboriginal Issues,Public Transit/ Bike lanes,,Northwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Racism/ Cultural/ Inequality issues,,,Southwest,Male,18 - 34,2.722755083
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Taxes/ Tax reform,Public Transit/ Bike lanes,Northwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Parking issues,Infrastructure/ Roads/ Potholes,,Core,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Economy (general),Crime/ Violence/ Vandalism,Health care/ Medicare,Northwest,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Health care/ Medicare,,Southeast,Female,55 +,0.561653564
2016 Sep 01 12:00:00 AM,Taxes/ Tax reform,"Emergency services: Fire, Police",,Southwest,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Racism/ Cultural/ Inequality issues,Crime/ Violence/ Vandalism,,Southeast,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Cost of Living,Jobs/ Unemployment,Recreation/ Leisure/ Entertainment,Northeast,Male,55 +,0.384162244
2016 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Male,35 - 54,1.441411338
2016 Sep 01 12:00:00 AM,Taxes/ Tax reform,Infrastructure/ Roads/ Potholes,Civic Politics,Southwest,Male,35 - 54,1.441411338
